customer_id,first_name,last_name,gender,age,email,phone,city_id,customer_type,registration_date,preferred_contact,occupation,annual_income,marital_status
CUS000938,Aarav,Sharma,FEMALE,33,aarav.sharma938@gmail.com,9864688749,C167,Returning,11-04-2024,Email,Engineer,2264813,married
CUS000939,Ananya,Singh,MALE,33,ananya.singh939@gmail.com,9765015162,C032,premium,06-07-2024,Phone,Business,2930009,Married
CUS000940,Vikram,Patel,Male,56,vikram.patel940@gmail.com,9544098767,C011,premium,05-06-2024,Phone,Engineer,2839923,married
CUS000941,Rahul,Patel,FEMALE,44,rahul.patel941@gmail.com,9558046875,C068,New,08-10-2024,WhatsApp,Engineer,439071,married
CUS000942,Aarav,Reddy,Female,37,aarav.reddy942@gmail.com,9878960415,C014,premium,27-02-2024,WhatsApp,Engineer,1733409,Single
CUS000943,Vikram,Reddy,FEMALE,58,vikram.reddy943@gmail.com,9525741444,C010,premium,24-09-2024,Phone,Doctor,2863943,Married
CUS000944,Vikram,Singh,FEMALE,49,vikram.singh944@gmail.com,9425495762,C176,premium,11-03-2024,Phone,Teacher,2069141,Single
CUS000945,Ananya,Reddy,FEMALE,50,ananya.reddy945@gmail.com,9861003093,C135,Returning,24-02-2024,Email,Teacher,2086142,married
CUS000946,Rahul,Sharma,Female,33,rahul.sharma946@gmail.com,9661161835,C105,Premium,24-11-2024,Email,Doctor,1878259,married
CUS000947,Sneha,Reddy,Male,53,sneha.reddy947@gmail.com,9180079905,C198,New,12-07-2024,WhatsApp,Engineer,2220616,married
CUS000948,Vikram,Patel,FEMALE,22,vikram.patel948@gmail.com,9962216575,C098,New,17-07-2024,WhatsApp,Doctor,623339,married
CUS000949,Priya,Reddy,male,25,priya.reddy949@gmail.com,9824630018,C102,New,15-08-2024,WhatsApp,Teacher,1113050,Single
CUS000950,Priya,Reddy,FEMALE,24,priya.reddy950@gmail.com,9226066387,C128,Premium,22-11-2024,WhatsApp,Doctor,630828,Single
CUS000951,Aarav,Reddy,MALE,58,aarav.reddy951@gmail.com,9880491446,C015,New,19-10-2024,Phone,Doctor,2237341,Married
CUS000952,Sneha,Nair,male,37,sneha.nair952@gmail.com,9203412986,C171,premium,03-07-2024,Email,Business,1800357,married
CUS000953,Priya,Patel,MALE,36,priya.patel953@gmail.com,9206302292,C082,premium,06-02-2024,WhatsApp,Doctor,1372272,Single
CUS000954,Ananya,Nair,FEMALE,30,ananya.nair954@gmail.com,9818676811,C033,premium,16-03-2024,Phone,Teacher,2038207,married
CUS000955,Vikram,Singh,Male,59,vikram.singh955@gmail.com,9726774011,C056,Returning,14-04-2024,Email,Business,2152882,Married
CUS000956,Sneha,Nair,FEMALE,24,sneha.nair956@gmail.com,9446662344,C209,premium,06-07-2024,Phone,Engineer,942922,Single
CUS000957,Aarav,Nair,male,32,aarav.nair957@gmail.com,98 11245927,C141,Premium,15-04-2024,WhatsApp,Teacher,2014541,Single
CUS000958,Aarav,Nair,FEMALE,25,aarav.nair958@gmail.com,9643636610,C216,New,06-11-2024,Phone,Teacher,2562541,Married
CUS000959,Aarav,Singh,male,23,aarav.singh959@gmail.com,9642972196,C150,Returning,25-05-2024,Phone,Teacher,1042876,Single
CUS000960,Vikram,Iyer,MALE,22,,9324946660,C065,New,24-02-2024,Email,,1772218,married
CUS000961,Priya,Sharma,Female,40,priya.sharma961@gmail.com,9762611934,C004,Premium,13-08-2024,Phone,Teacher,625608,Single
CUS000962,Rahul,Reddy,FEMALE,36,rahul.reddy962@gmail.com,9218859112,C036,Returning,14-04-2024,Phone,Engineer,2618286,Married
CUS000963,Aarav,Iyer,MALE,27,aarav.iyer963@gmail.com,9971839230,C192,premium,25-01-2024,Phone,Doctor,2296570,married
CUS000964,Ananya,Patel,male,28,ananya.patel964@gmail.com,9778932140,C161,premium,03-06-2024,Email,Doctor,2963472,married
CUS000965,Sneha,Iyer,MALE,61,sneha.iyer965@gmail.com,9458133034,C118,New,22-03-2024,Email,Doctor,2224335,married
CUS000966,Vikram,Sharma,male,25,vikram.sharma966@gmail.com,9257512281,C013,Premium,20-10-2024,Email,Business,1081955,married
CUS000967,Aarav,Nair,Female,64,aarav.nair967@gmail.com,9483982181,C178,Returning,28-11-2024,WhatsApp,Teacher,365759,Single
CUS000968,Aarav,Patel,MALE,24,aarav.patel968@gmail.com,9817415136,C197,premium,01-04-2024,Email,Teacher,1521134,Single
CUS000969,Vikram,Iyer,FEMALE,25,vikram.iyer969@gmail.com,9212137138,C228,New,20-08-2024,Email,Business,2572505,Single
CUS000970,Priya,Singh,MALE,64,priya.singh970@gmail.com,9972579339,C043,premium,14-11-2024,Email,Teacher,2619714,Married
CUS000971,Aarav,Patel,Female,60,aarav.patel971@gmail.com,9849823703,C178,Returning,17-02-2024,Email,Business,2976003,married
CUS000972,Vikram,Patel,Male,55,vikram.patel972@gmail.com,9308809666,C001,Premium,14-11-2024,Phone,Business,1462214,Single
CUS000973,Priya,Iyer,male,47,priya.iyer973@gmail.com,9618106253,C132,Returning,18-02-2024,WhatsApp,Engineer,823221,married
CUS000974,Sneha,Iyer,male,45,sneha.iyer974@gmail.com,9949099205,C204,Returning,10-06-2024,Email,Doctor,2240035,Married
CUS000975,Rahul,Sharma,Female,64,rahul.sharma975@gmail.com,9241780603,C213,premium,02-03-2024,Phone,Engineer,1011100,Married
CUS000976,Sneha,Singh,Male,31,sneha.singh976@gmail.com,9568553061,C107,Premium,03-04-2024,Phone,Doctor,2627998,married
CUS000977,Vikram,Iyer,Female,55,vikram.iyer977@gmail.com,9521808491,C182,Premium,11-03-2024,Phone,Teacher,1929619,Married
CUS000978,Ananya,Iyer,Female,50,ananya.iyer978@gmail.com,9183980077,C096,Returning,17-11-2024,Phone,Business,1734280,married
CUS000979,Aarav,Nair,male,48,aarav.nair979@gmail.com,9364554020,C063,Returning,05-06-2024,WhatsApp,Teacher,2032430,Single
CUS000980, Priya,Reddy,FEMALE,62,priya.reddy980@gmail.com,9147444412,C017,Returning,21-05-2024,Phone,Doctor,2019483,Married
CUS000981,Priya,Patel,FEMALE,43,priya.patel981@gmail.com,9553330476,C204,Returning,26-11-2024,Email,Business,2361398,married
CUS000982,Priya,Sharma,FEMALE,38,priya.sharma982@gmail.com,9931472722,C045,Premium,15-08-2024,WhatsApp,Teacher,998548,Married
CUS000983,Vikram,Nair,FEMALE,23,vikram.nair983@gmail.com,9151247611,C109,Returning,26-10-2024,Email,Doctor,1958460,Single
CUS000984,Aarav,Sharma,male,40,aarav.sharma984@gmail.com,9138412093,C003,Premium,06-07-2024,Phone,Engineer,2864439,married
CUS000985,Priya,Reddy,FEMALE,59,priya.reddy985@gmail.com,9812288405,C234,Premium,11-11-2024,Phone,Doctor,1699244,Single
CUS000986,Priya,Sharma,MALE,43,priya.sharma986@gmail.com,9525158052,C241,premium,12-06-2024,Email,Doctor,856859,Single
CUS000987,Rahul,Sharma,Male,33,rahul.sharma987@gmail.com,9354218109,C160,Premium,25-05-2024,Phone,Doctor,2230192,Single
CUS000988,Aarav,Singh,Female,42,aarav.singh988@gmail.com,9280595521,C211,New,20-09-2024,Phone,Doctor,2243185,Married
CUS000989,Vikram,Patel,male,31,vikram.patel989@gmail.com,9358075976,C230,New,02-11-2024,Email,Engineer,1556580,married
CUS000990,Ananya,Sharma,Female,28,ananya.sharma990@gmail.com,,C178,Premium,20-12-2024,WhatsApp,Doctor,2146734,Single
CUS000991,Aarav,Iyer,Male,50,aarav.iyer991@gmail.com,9640566604,C146,Premium,03-04-2024,Phone,Engineer,1101400,Married
CUS000992,Aarav,Nair,MALE,42,aarav.nair992@gmail.com,9225520696,C009,premium,13-01-2024,Phone,Engineer,506282,Married
CUS000993,Aarav,Sharma,Female,25,aarav.sharma993@gmail.com,9197386861,C115,New,26-04-2024,WhatsApp,Teacher,2137015,Married
CUS000994,Priya,Iyer,Male,61,priya.iyer994@gmail.com,9369525551,C123,Returning,14-03-2024,WhatsApp,Doctor,1188559,married
CUS000995,Aarav,Iyer,male,29,aarav.iyer995@gmail.com,9405863205,C228,Returning,18-11-2024,Phone,Engineer,767234,married
CUS000996,Aarav,Sharma,Male,57,aarav.sharma996@gmail.com,9451385131,C237,Premium,26-10-2024,Phone,Engineer,746256,married
CUS000997,Vikram,Iyer,Female,46,vikram.iyer997@gmail.com,9129342949,C236,Premium,07-10-2024,Phone,Business,1635555,Married
CUS000998,Sneha,Patel,FEMALE,61,sneha.patel998@gmail.com,9394249480,C165,New,23-06-2024,WhatsApp,Engineer,2045093,Married
CUS000999,Priya,Nair,Female,47,priya.nair999@gmail.com,9354977060,C082,New,07-02-2024,WhatsApp,Engineer,1206321,Married
CUS001000,Ananya,Nair,MALE,50,,9137783853,C167,New,17-09-2024,WhatsApp,Doctor,2817567,married
CUS001001,Priya,Patel,MALE,46,priya.patel1001@gmail.com,9210952181,C100,Premium,10-10-2024,Email,Doctor,1590477,Married
CUS001002,Ananya,Iyer,FEMALE,43,ananya.iyer1002@gmail.com,9250354029,C180,Returning,01-03-2024,Email,Business,1227906,married
CUS001003,Sneha,Singh,MALE,56,sneha.singh1003@gmail.com,9889016362,C067,premium,13-09-2024,WhatsApp,Teacher,738969,married
CUS001004,Priya,Patel,MALE,30,priya.patel1004@gmail.com,9795205691,C060,New,27-08-2024,Email,Business,2229358,Married
CUS001005,Vikram,Singh,MALE,23,vikram.singh1005@gmail.com,9552988160,C074,Returning,23-11-2024,WhatsApp,Doctor,1296407,married
CUS001006,Rahul,Singh,Female,23,rahul.singh1006@gmail.com,9562721137,C124,New,21-04-2024,Phone,Business,2497389,married
CUS001007,Aarav,Reddy,Female,23,aarav.reddy1007@gmail.com,9887566407,C007,premium,22-11-2024,WhatsApp,Doctor,455138,married
CUS001008,Sneha,Singh,Female,46,sneha.singh1008@gmail.com,9534162425,C163,New,06-10-2024,Phone,Business,2595088,Married
CUS001009,Rahul,Sharma,male,64,rahul.sharma1009@gmail.com,9304459215,C216,New,14-01-2024,WhatsApp,Teacher,1653143,Married
CUS001010,Vikram,Nair,Male,24,vikram.nair1010@gmail.com,9573398086,C145,New,03-08-2024,Phone,Teacher,2796291,Single
CUS001011,Rahul,Singh,male,36,rahul.singh1011@gmail.com,9572251202,C162,New,22-03-2024,Email,Teacher,1998557,Married
CUS001012,Rahul,Nair,Female,50,rahul.nair1012@gmail.com,9575816563,C222,premium,10-11-2024,WhatsApp,Engineer,2364464,married
CUS001013,Priya,Singh,male,22,priya.singh1013@gmail.com,9905253267,C143,Returning,03-09-2024,Phone,Teacher,2007614,Married
CUS001014,Vikram,Patel,Male,36,vikram.patel1014@gmail.com,9732739004,C219,Returning,12-10-2024,Email,Business,2026744,Married
CUS001015,Priya,Iyer,FEMALE,59,priya.iyer1015@gmail.com,9504478946,C137,premium,21-12-2024,Email,Business,1432380,Single
CUS001016,Aarav,Reddy,FEMALE,40,aarav.reddy1016@gmail.com,9170923618,C041,Returning,27-04-2024,Email,Engineer,2405189,Single
CUS001017,Sneha,Patel,MALE,27,sneha.patel1017@gmail.com,9946199361,C106,premium,08-02-2024,Email,Teacher,2463268,Single
CUS001018,Sneha,Nair,male,39,sneha.nair1018@gmail.com,9920942054,C089,Returning,07-05-2024,Email,Engineer,2593771,Single
CUS001019,Aarav,Sharma,MALE,63,aarav.sharma1019@gmail.com,9269891797,C223,Returning,19-02-2024,WhatsApp,Business,446080,Single
CUS001020,Rahul,Singh,Female,23,rahul.singh1020@gmail.com,9686044990,C176,Premium,20-03-2024,WhatsApp,,2736982,Married
CUS001021,Ananya,Sharma,Female,34,ananya.sharma1021@gmail.com,9804615239,C221,New,13-03-2024,Email,Doctor,1742398,married
CUS001022,Vikram,Sharma,FEMALE,53,vikram.sharma1022@gmail.com,9386058691,C188,premium,10-07-2024,WhatsApp,Business,2979395,Single
CUS001023,Ananya,Nair,MALE,23,ananya.nair1023@gmail.com,98 76422216,C048,premium,07-06-2024,WhatsApp,Teacher,545047,Single
CUS001024,Rahul,Reddy,male,24,rahul.reddy1024@gmail.com,9395572605,C153,Returning,09-11-2024,Phone,Doctor,2279939,married
CUS001025,Priya,Reddy,FEMALE,30,priya.reddy1025@gmail.com,9466126992,C236,premium,17-04-2024,Email,Business,1519826,married
CUS001026,Rahul,Sharma,MALE,59,rahul.sharma1026@gmail.com,9483895361,C240,premium,22-03-2024,WhatsApp,Teacher,1569933,Married
CUS001027,Rahul,Nair,FEMALE,59,rahul.nair1027@gmail.com,9493575589,C112,premium,11-07-2024,Phone,Business,1278866,Married
CUS001028,Ananya,Patel,Female,60,ananya.patel1028@gmail.com,9873091869,C162,premium,04-07-2024,Phone,Business,1030262,married
CUS001029,Ananya,Iyer,male,43,ananya.iyer1029@gmail.com,9637963774,C161,premium,12-07-2024,Phone,Business,2247727,married
CUS001030,Sneha,Sharma,male,49,sneha.sharma1030@gmail.com,9866278426,C075,premium,25-06-2024,Phone,Teacher,1752216,married
CUS001031,Aarav,Patel,FEMALE,35,aarav.patel1031@gmail.com,9436739672,C130,Premium,13-10-2024,WhatsApp,Teacher,1602727,Single
CUS001032,Priya,Nair,male,32,priya.nair1032@gmail.com,9408198490,C174,Premium,14-09-2024,WhatsApp,Business,606456,Married
CUS001033,Priya,Singh,Male,25,priya.singh1033@gmail.com,9147236990,C196,premium,18-01-2024,Phone,Engineer,860047,Single
CUS001034,Sneha,Nair,FEMALE,50,sneha.nair1034@gmail.com,9606030797,C177,Premium,27-04-2024,WhatsApp,Teacher,2451613,Married
CUS001035,Aarav,Nair,male,65,aarav.nair1035@gmail.com,9499125581,C230,Returning,05-06-2024,Email,Doctor,2384865,married
CUS001036,Sneha,Iyer,male,24,sneha.iyer1036@gmail.com,9146899648,C024,Premium,23-10-2024,Email,Engineer,936768,married
CUS001037,Sneha,Sharma,MALE,58,sneha.sharma1037@gmail.com,9576903372,C177,premium,03-12-2024,WhatsApp,Engineer,597998,Married
CUS001038,Ananya,Sharma,Female,46,ananya.sharma1038@gmail.com,9754309486,C244,Premium,11-03-2024,Phone,Business,2565336,Single
CUS001039,Ananya,Sharma,Female,43,ananya.sharma1039@gmail.com,9236462556,C043,premium,21-10-2024,Email,Engineer,385745,Single
CUS001040,Priya,Patel,FEMALE,49,,9182071760,C247,Returning,18-10-2024,Email,Engineer,830846,Single
CUS001041,Aarav,Reddy,FEMALE,39,aarav.reddy1041@gmail.com,9778150894,C226,Returning,05-11-2024,Email,Teacher,1108095,Single
CUS001042,Priya,Nair,Male,65,priya.nair1042@gmail.com,9650169909,C239,New,22-01-2024,Phone,Doctor,470269,Single
CUS001043,Aarav,Sharma,Female,23,aarav.sharma1043@gmail.com,9257151673,C230,premium,17-04-2024,Email,Engineer,2797755,Married
CUS001044,Vikram,Reddy,Female,54,vikram.reddy1044@gmail.com,9977027942,C209,Premium,19-02-2024,WhatsApp,Doctor,761938,married
CUS001045,Priya,Sharma,male,32,priya.sharma1045@gmail.com,,C198,premium,13-09-2024,WhatsApp,Engineer,2550458,Married
CUS001046,Priya,Singh,male,48,priya.singh1046@gmail.com,9412396151,C078,New,22-09-2024,Email,Business,321575,married
CUS001047,Vikram,Reddy,Male,56,vikram.reddy1047@gmail.com,9543372980,C189,Returning,24-09-2024,Email,Teacher,1180598,Single
CUS001048,Sneha,Sharma,Female,53,sneha.sharma1048@gmail.com,9532566120,C107,New,25-05-2024,Phone,Business,1805277,Single
CUS001049,Priya,Patel,Female,24,priya.patel1049@gmail.com,9331384619,C197,premium,21-10-2024,WhatsApp,Business,1420333,married
CUS001050, Sneha,Sharma,male,39,sneha.sharma1050@gmail.com,9184694319,C112,Returning,09-05-2024,Email,Engineer,703226,married
CUS001051,Rahul,Singh,Male,23,rahul.singh1051@gmail.com,9456733160,C098,New,10-04-2024,Email,Doctor,879672,Single
CUS001052,Aarav,Iyer,Female,54,aarav.iyer1052@gmail.com,9538140620,C081,Premium,23-10-2024,Phone,Doctor,1968283,married
CUS001053,Priya,Patel,MALE,45,priya.patel1053@gmail.com,9945874801,C017,premium,01-05-2024,WhatsApp,Teacher,416466,Single
CUS001054,Rahul,Nair,MALE,23,rahul.nair1054@gmail.com,9824614413,C044,Returning,16-05-2024,Phone,Engineer,1183990,married
CUS001055,Sneha,Reddy,male,49,sneha.reddy1055@gmail.com,9233087753,C113,premium,11-07-2024,Phone,Engineer,2962351,Married
CUS001056,Priya,Patel,male,43,priya.patel1056@gmail.com,98 50076462,C143,Premium,02-03-2024,Phone,Doctor,2410866,married
CUS001057,Aarav,Sharma,male,41,aarav.sharma1057@gmail.com,9166452506,C026,Premium,19-12-2024,Email,Teacher,610003,married
CUS001058,Rahul,Sharma,FEMALE,32,rahul.sharma1058@gmail.com,9836384768,C168,Returning,01-09-2024,WhatsApp,Business,939109,married
CUS001059,Rahul,Patel,MALE,22,rahul.patel1059@gmail.com,9640730526,C167,premium,07-07-2024,Email,Teacher,948520,Single
CUS001060,Ananya,Nair,Female,47,ananya.nair1060@gmail.com,9843566094,C224,Premium,17-04-2024,WhatsApp,Business,1277529,Married
CUS001061,Ananya,Patel,Female,27,ananya.patel1061@gmail.com,9834728668,C017,New,08-12-2024,Phone,Teacher,2943108,Married
CUS001062,Priya,Patel,male,33,priya.patel1062@gmail.com,9120037067,C242,New,05-12-2024,Phone,Business,2708066,Married
CUS001063,Sneha,Reddy,FEMALE,23,sneha.reddy1063@gmail.com,9920821758,C119,New,20-05-2024,Email,Engineer,2194698,Married
CUS001064,Priya,Iyer,MALE,31,priya.iyer1064@gmail.com,9289165777,C086,Returning,02-11-2024,Phone,Teacher,2218811,Single
CUS001065,Rahul,Nair,FEMALE,30,rahul.nair1065@gmail.com,9498101330,C077,New,05-05-2024,Email,Teacher,2599758,Single
CUS001066,Ananya,Singh,male,63,ananya.singh1066@gmail.com,9728079670,C039,New,17-07-2024,Email,Teacher,885888,Married
CUS001067,Rahul,Iyer,FEMALE,39,rahul.iyer1067@gmail.com,9543708270,C097,Premium,11-11-2024,WhatsApp,Engineer,625764,Married
CUS001068,Vikram,Patel,male,63,vikram.patel1068@gmail.com,9444805775,C243,Premium,11-07-2024,Email,Business,2062589,Married
CUS001069,Ananya,Patel,FEMALE,56,ananya.patel1069@gmail.com,9684060619,C078,premium,14-10-2024,Phone,Teacher,1840069,Single
CUS001070,Ananya,Iyer,Male,52,ananya.iyer1070@gmail.com,9572627516,C083,premium,10-02-2024,Phone,Doctor,2772534,married
CUS001071,Aarav,Reddy,male,32,aarav.reddy1071@gmail.com,9962127104,C104,Returning,14-01-2024,Email,Business,407087,married
CUS001072,Priya,Reddy,MALE,53,priya.reddy1072@gmail.com,9669787608,C073,Premium,14-11-2024,Phone,Business,2312101,married
CUS001073,Aarav,Iyer,Female,25,aarav.iyer1073@gmail.com,9604164474,C090,premium,03-11-2024,Phone,Teacher,1196290,Single
CUS001074,Ananya,Nair,FEMALE,42,ananya.nair1074@gmail.com,9702484581,C186,New,18-04-2024,Phone,Engineer,1380142,Married
CUS001075,Ananya,Singh,male,65,ananya.singh1075@gmail.com,9543769962,C077,New,06-07-2024,WhatsApp,Doctor,2693298,Married
CUS001076,Rahul,Sharma,Female,23,rahul.sharma1076@gmail.com,9872393470,C172,Premium,19-09-2024,Email,Teacher,782544,Married
CUS001077,Vikram,Singh,male,38,vikram.singh1077@gmail.com,9980939640,C026,New,04-07-2024,Phone,Engineer,1141860,Single
CUS001078,Aarav,Reddy,male,46,aarav.reddy1078@gmail.com,9965701634,C204,Returning,04-11-2024,WhatsApp,Doctor,559972,Single
CUS001079,Aarav,Iyer,Female,61,aarav.iyer1079@gmail.com,9715304617,C194,Premium,02-05-2024,Email,Business,575105,Single
CUS001080,Vikram,Sharma,male,45,,9919391629,C019,Returning,08-07-2024,WhatsApp,,2585248,married
CUS001081,Ananya,Patel,male,30,ananya.patel1081@gmail.com,9176340109,C173,New,12-12-2024,Email,Doctor,1056348,Married
CUS001082,Rahul,Nair,FEMALE,30,rahul.nair1082@gmail.com,9986880385,C108,premium,17-12-2024,Email,Doctor,750890,married
CUS001083,Priya,Nair,male,55,priya.nair1083@gmail.com,9269102027,C191,premium,22-03-2024,Email,Doctor,1961444,married
CUS001084,Rahul,Reddy,Male,49,rahul.reddy1084@gmail.com,9432848694,C193,New,24-10-2024,Phone,Engineer,2691352,Single
CUS001085,Priya,Nair,male,43,priya.nair1085@gmail.com,9264310276,C021,New,21-01-2024,Email,Business,1403454,Married
CUS001086,Rahul,Reddy,Female,33,rahul.reddy1086@gmail.com,9552629917,C034,Returning,16-05-2024,WhatsApp,Doctor,1588545,Single
CUS001087,Priya,Sharma,MALE,31,priya.sharma1087@gmail.com,9426565801,C237,New,13-09-2024,Email,Engineer,2028814,married
CUS001088,Aarav,Reddy,MALE,56,aarav.reddy1088@gmail.com,9478267601,C148,Returning,21-07-2024,Phone,Doctor,731762,married
CUS001089,Priya,Singh,male,22,priya.singh1089@gmail.com,98 40029012,C024,Returning,04-10-2024,Email,Engineer,1882857,married
CUS001090,Rahul,Reddy,Female,54,rahul.reddy1090@gmail.com,9505754714,C182,premium,09-12-2024,Email,Engineer,2821475,Married
CUS001091,Sneha,Nair,MALE,36,sneha.nair1091@gmail.com,9673880489,C192,New,04-07-2024,Phone,Doctor,1686526,Single
CUS001092,Priya,Patel,FEMALE,64,priya.patel1092@gmail.com,9917842662,C015,New,15-11-2024,Phone,Engineer,2982200,married
CUS001093,Ananya,Sharma,male,23,ananya.sharma1093@gmail.com,9339613909,C080,New,26-04-2024,WhatsApp,Doctor,612360,Married
CUS001094,Priya,Reddy,male,36,priya.reddy1094@gmail.com,9894909265,C048,premium,14-02-2024,WhatsApp,Doctor,1298916,Single
CUS001095,Aarav,Iyer,male,45,aarav.iyer1095@gmail.com,9290448462,C016,Premium,18-08-2024,WhatsApp,Doctor,2401776,married
CUS001096,Aarav,Singh,Female,39,aarav.singh1096@gmail.com,9220312319,C119,premium,15-05-2024,Email,Teacher,2414043,Single
CUS001097,Priya,Singh,male,42,priya.singh1097@gmail.com,9867240561,C094,Premium,16-07-2024,Email,Teacher,748192,Married
CUS001098,Aarav,Iyer,Female,36,aarav.iyer1098@gmail.com,9781002679,C029,Premium,27-08-2024,WhatsApp,Teacher,1074674,Single
CUS001099,Rahul,Nair,Female,64,rahul.nair1099@gmail.com,9410344369,C212,Returning,28-04-2024,Phone,Doctor,720354,married
CUS001100,Rahul,Sharma,FEMALE,59,rahul.sharma1100@gmail.com,,C151,Returning,02-08-2024,Phone,Business,1427298,married
CUS001101,Rahul,Sharma,FEMALE,32,rahul.sharma1101@gmail.com,9698110118,C189,New,28-04-2024,Email,Business,2187558,Single
CUS001102,Ananya,Sharma,MALE,31,ananya.sharma1102@gmail.com,9257898004,C143,New,19-03-2024,Phone,Teacher,1463195,married
CUS001103,Priya,Iyer,FEMALE,40,priya.iyer1103@gmail.com,9383440685,C179,premium,28-10-2024,WhatsApp,Business,2090859,Married
CUS001104,Aarav,Sharma,Male,45,aarav.sharma1104@gmail.com,9508577234,C144,New,23-11-2024,Phone,Doctor,1380725,Single
CUS001105,Rahul,Iyer,Male,52,rahul.iyer1105@gmail.com,9112969071,C001,New,14-06-2024,Phone,Doctor,2187191,Single
CUS001106,Priya,Nair,MALE,40,priya.nair1106@gmail.com,9479208365,C204,Premium,06-04-2024,WhatsApp,Teacher,1736212,Married
CUS001107,Ananya,Sharma,male,51,ananya.sharma1107@gmail.com,9391756494,C103,Premium,18-06-2024,Email,Teacher,507940,married
CUS001108,Ananya,Iyer,FEMALE,61,ananya.iyer1108@gmail.com,9633932744,C096,New,14-05-2024,WhatsApp,Doctor,2931034,married
CUS001109,Priya,Sharma,male,31,priya.sharma1109@gmail.com,9528041099,C122,New,03-01-2024,WhatsApp,Engineer,431376,Single
CUS001110,Vikram,Patel,male,62,vikram.patel1110@gmail.com,9166979923,C182,Returning,10-11-2024,WhatsApp,Teacher,1916536,Married
CUS001111,Aarav,Reddy,male,41,aarav.reddy1111@gmail.com,9752988448,C197,premium,11-01-2024,Email,Doctor,905194,Married
CUS001112,Priya,Reddy,FEMALE,53,priya.reddy1112@gmail.com,9862262847,C204,Premium,25-08-2024,WhatsApp,Teacher,2651944,Single
CUS001113,Ananya,Patel,MALE,55,ananya.patel1113@gmail.com,9155516579,C164,premium,24-08-2024,Phone,Engineer,1261464,married
CUS001114,Aarav,Singh,Male,64,aarav.singh1114@gmail.com,9273828024,C114,Returning,23-11-2024,WhatsApp,Engineer,2276251,Married
CUS001115,Rahul,Nair,MALE,39,rahul.nair1115@gmail.com,9368272582,C057,Returning,22-04-2024,WhatsApp,Business,1856732,Single
CUS001116,Sneha,Reddy,Female,63,sneha.reddy1116@gmail.com,9301616095,C066,New,17-08-2024,Email,Engineer,1992955,Single
CUS001117,Priya,Reddy,FEMALE,48,priya.reddy1117@gmail.com,9175633682,C045,New,09-12-2024,Email,Engineer,2430802,married
CUS001118,Aarav,Sharma,Female,62,aarav.sharma1118@gmail.com,9952854256,C194,premium,04-01-2024,Phone,Doctor,1799475,married
CUS001119,Sneha,Singh,male,54,sneha.singh1119@gmail.com,9152303512,C195,Returning,27-08-2024,Email,Doctor,1282844,Married
CUS001120, Aarav,Reddy,Male,52,,9573267542,C086,New,01-05-2024,WhatsApp,Teacher,1177003,Married
CUS001121,Aarav,Nair,FEMALE,34,aarav.nair1121@gmail.com,9778839098,C163,New,22-02-2024,Email,Business,1365792,Single
CUS001122,Priya,Nair,male,31,priya.nair1122@gmail.com,98 63043320,C035,Returning,14-09-2024,WhatsApp,Teacher,1469658,married
CUS001123,Priya,Patel,male,31,priya.patel1123@gmail.com,9732958492,C079,Returning,21-05-2024,Phone,Engineer,2347473,Married
CUS001124,Vikram,Patel,Male,41,vikram.patel1124@gmail.com,9440479009,C060,Returning,11-02-2024,WhatsApp,Engineer,2059063,Single
CUS001125,Aarav,Iyer,male,64,aarav.iyer1125@gmail.com,9283507886,C083,New,24-08-2024,WhatsApp,Engineer,2866826,married
CUS001126,Ananya,Nair,male,28,ananya.nair1126@gmail.com,9734476785,C132,Returning,06-11-2024,Phone,Doctor,2466116,Married
CUS001127,Aarav,Iyer,MALE,40,aarav.iyer1127@gmail.com,9949304373,C094,premium,14-10-2024,WhatsApp,Teacher,1818250,married
CUS001128,Sneha,Patel,Female,57,sneha.patel1128@gmail.com,9908011703,C194,premium,08-07-2024,WhatsApp,Teacher,2424576,Married
CUS001129,Ananya,Patel,male,51,ananya.patel1129@gmail.com,9408822234,C170,Returning,19-05-2024,Phone,Engineer,2861918,married
CUS001130,Aarav,Patel,Female,50,aarav.patel1130@gmail.com,9273896910,C093,New,10-11-2024,Email,Business,2569110,married
CUS001131,Vikram,Patel,FEMALE,32,vikram.patel1131@gmail.com,9940214570,C190,Premium,26-04-2024,Email,Doctor,2852464,Married
CUS001132,Vikram,Singh,Male,29,vikram.singh1132@gmail.com,9851204101,C011,New,09-01-2024,WhatsApp,Business,816484,married
CUS001133,Vikram,Nair,MALE,30,vikram.nair1133@gmail.com,9394012384,C209,premium,28-01-2024,Phone,Doctor,1731944,Married
CUS001134,Sneha,Nair,MALE,54,sneha.nair1134@gmail.com,9641137307,C047,Premium,14-08-2024,WhatsApp,Business,697293,Married
CUS001135,Vikram,Patel,MALE,61,vikram.patel1135@gmail.com,9879865312,C131,premium,21-03-2024,Phone,Business,2895576,married
CUS001136,Rahul,Sharma,Female,24,rahul.sharma1136@gmail.com,9749101636,C186,New,14-09-2024,Email,Doctor,402312,married
CUS001137,Aarav,Nair,Female,56,aarav.nair1137@gmail.com,9353111862,C109,Returning,28-05-2024,Email,Engineer,393499,married
CUS001138,Vikram,Patel,male,46,vikram.patel1138@gmail.com,9748237662,C117,New,16-06-2024,Email,Doctor,1289705,married
